Wall time,Step,Value
1649748686.5144482,60000,-155.6063232421875
1649748768.3606546,120000,-90.09038543701172
1649748865.3054295,180000,-106.44032287597656
1649748966.2328503,240000,-183.3761749267578
1649749064.967141,300000,-109.1715316772461
1649749161.1323583,360000,-72.71797180175781
1649749260.4582999,420000,-155.74928283691406
1649749359.5710206,480000,-184.24253845214844
1649749456.8243444,540000,-178.46644592285156
1649749552.2703123,600000,-143.66854858398438
1649749649.126101,660000,-147.24313354492188
1649749746.8502944,720000,-201.11209106445312
1649749843.7841065,780000,-149.1678924560547
1649749939.3359752,840000,-125.94788360595703
1649750035.317159,900000,-158.4298553466797
1649750131.5693927,960000,-90.6640625
1649750228.504514,1020000,-150.0433349609375
1649750324.3215592,1080000,-120.669677734375
1649750416.8933716,1140000,-41.78293991088867
1649750510.2406654,1200000,-66.37675476074219
1649750604.7326403,1260000,-111.76976776123047
1649750693.5367298,1320000,-37.90229034423828
1649750783.1980822,1380000,-192.8061981201172
1649750868.4305196,1440000,-113.34214782714844
1649750959.1748176,1500000,-180.10916137695312
1649751047.5508747,1560000,-138.7372283935547
1649751135.199634,1620000,-80.47531127929688
1649751221.521361,1680000,-88.34138488769531
1649751306.8843694,1740000,-88.16616821289062
1649751393.3627908,1800000,-128.0465545654297
1649751480.3715417,1860000,-145.70530700683594
1649751565.6097307,1920000,-94.99618530273438
1649751652.3185017,1980000,-142.25210571289062
1649751734.7646542,2040000,-35.667110443115234
1649751820.6988404,2100000,-110.15850830078125
1649751905.2380967,2160000,-76.81924438476562
1649751991.0084908,2220000,-144.65235900878906
1649752075.948995,2280000,-117.03716278076172
1649752166.0692167,2340000,-170.9492950439453
1649752252.7575378,2400000,-116.77494812011719
1649752339.3765285,2460000,-99.37759399414062
1649752427.0666845,2520000,-100.50716400146484
1649752511.5406177,2580000,-83.53773498535156
1649752598.7986138,2640000,-144.58544921875
1649752685.6534605,2700000,-158.75965881347656
1649752773.014005,2760000,-140.7801513671875
1649752859.1091378,2820000,-133.46705627441406
1649752946.16717,2880000,-100.07001495361328
1649753033.0260563,2940000,-121.30839538574219
1649753119.559582,3000000,-142.23605346679688
1649753209.387219,3060000,-137.2404327392578
1649753300.3304942,3120000,-161.4439697265625
1649753391.184098,3180000,-145.51670837402344
1649753477.6798928,3240000,-58.94182586669922
1649753569.48367,3300000,-163.3769073486328
1649753658.0905285,3360000,-110.24236297607422
1649753747.9664688,3420000,-148.1656036376953
1649753835.5115244,3480000,-68.60100555419922
1649753924.7405581,3540000,-86.16490936279297
1649754013.459007,3600000,-124.78166961669922
1649754103.7781157,3660000,-105.3768310546875
1649754194.3596172,3720000,-180.03829956054688
1649754282.987193,3780000,-95.58673095703125
1649754369.6664124,3840000,-95.05317687988281
1649754457.4949174,3900000,-90.24182891845703
1649754543.5110092,3960000,-52.83354187011719
1649754632.0892572,4020000,-107.84180450439453
1649754719.6967514,4080000,-90.09622192382812
1649754806.2126565,4140000,-67.64257049560547
1649754894.146378,4200000,-80.24431610107422
1649754982.2818198,4260000,-84.739990234375
