Wall time,Step,Value
1650025039.8837128,60000,-126.35780334472656
1650025209.5173163,120000,-166.2864990234375
1650025374.1583474,180000,-161.6992645263672
1650025540.6825213,240000,-179.30897521972656
1650025706.285224,300000,-163.8383026123047
1650025871.0315182,360000,-168.47518920898438
1650026034.3039093,420000,-87.91972351074219
1650026201.5778673,480000,-140.5922393798828
1650026362.8335357,540000,-182.6768341064453
1650026527.4186213,600000,-135.89813232421875
1650026695.7493541,660000,-123.28438568115234
1650026855.627217,720000,-156.59652709960938
1650027021.2633233,780000,-150.78543090820312
1650027185.8768244,840000,-159.06271362304688
1650027347.0914629,900000,-144.6453399658203
1650027512.3583229,960000,-68.30089569091797
1650027674.6837742,1020000,-68.71293640136719
1650027840.6036453,1080000,-71.62826538085938
1650028007.085642,1140000,-74.71971130371094
1650028172.353,1200000,-102.07271575927734
1650028337.7399526,1260000,-120.83531188964844
1650028507.7178063,1320000,-151.6665496826172
1650028674.3352637,1380000,-200.54905700683594
1650028841.556587,1440000,-151.192138671875
1650029001.2683308,1500000,-84.53998565673828
1650029168.1697917,1560000,-171.78948974609375
1650029333.0442665,1620000,-92.7042465209961
1650029499.569628,1680000,-129.10279846191406
1650029673.2809522,1740000,-134.33377075195312
1650029842.9709039,1800000,-127.479248046875
1650030008.57395,1860000,-140.9334259033203
1650030170.8378367,1920000,-122.62772369384766
1650030330.3441029,1980000,-110.06835174560547
1650030498.854024,2040000,-112.26253509521484
1650030665.4700842,2100000,-160.81871032714844
1650030829.8918943,2160000,-128.36532592773438
1650030995.371462,2220000,-89.58631896972656
1650031159.7611828,2280000,-89.22496795654297
1650031327.830789,2340000,-106.41524505615234
1650031493.7808254,2400000,-44.98297882080078
1650031674.6208735,2460000,-125.54164123535156
1650031836.968408,2520000,-37.53109359741211
1650032010.516765,2580000,-144.41131591796875
1650032183.5599213,2640000,-106.70539855957031
1650032348.8118677,2700000,-176.9777069091797
1650032521.7102838,2760000,-173.0611114501953
1650032687.9815755,2820000,-120.32117462158203
1650032852.1819353,2880000,-80.28716278076172
1650033015.3330753,2940000,-162.29953002929688
1650033178.9709055,3000000,-91.021728515625
1650033340.164003,3060000,-78.53993225097656
1650033498.1701055,3120000,-106.0125503540039
1650033663.480046,3180000,-135.2211151123047
1650033825.2352421,3240000,-96.7774658203125
1650033993.5758042,3300000,-123.95299530029297
1650034159.6302001,3360000,-126.92284393310547
1650034325.4785748,3420000,-151.4945831298828
1650034494.9078584,3480000,-128.77903747558594
1650034664.192014,3540000,-144.60829162597656
1650034833.8378005,3600000,-118.662109375
1650035014.8788898,3660000,-98.32585906982422
1650035213.0987523,3720000,-129.18267822265625
1650035408.3807282,3780000,-67.8765640258789
1650035608.8303134,3840000,-167.71766662597656
1650035801.0172644,3900000,-66.86042022705078
1650035998.8795505,3960000,-170.2499237060547
1650036196.4994304,4020000,-160.24440002441406
1650036392.9006693,4080000,-116.36473846435547
